Product ID,Language,Store,Name,Model,Description,Meta Title,Meta Description,Meta Keyword,Tag,Main Image,Barcode,SKU,UPC,EAN,JAN,ISBN,MPN,Location,Price,Tax Class ID,Tax Class,Quantity,Minimum Quantity,Subtract Stock,Stock Status ID,Stock Status,Shipping,SEO,Date Available,Length,Length Class ID,Length Class,Width,Height,Weight,Weight Class ID,Weight Class,Status,Sort Order,Manufacturer ID,Manufacturer,Category ids,Categories,Filters (Filter Group :: filter Value),Download,Related Products,Attributes (attribute_Group::attribute::text),Discount (Customer Group id::Quantity::Priority::Price::startdate::Enddate),Special (Customer_group_id::Priority::Price::startdate::Enddate),"Sub Images (image1,image2)",Reward,Viewed,Slug,The Largest Quantity Can Be Ordered,Cost Price,"Unlimited Quantity (1 => true , 0 => false)"
378,en,default,Dates With Steam With Omani Milk,378,"<p>Dates are steam cooked without sugar, and the main thing is dates and Omani frankincense<br></p>",,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1689262459_%D8%AD%D9%84%D9%88%D9%8A_%D8%A7%D9%84%D8%AA%D9%85%D8%B1_%D8%A8%D8%A7%D9%84%D8%A8%D8%A7%D9%86.jpg,,378,,,,,,,5,0,,97,0,1,6,2 - 3 Days,1,,2021-06-19,0,1,Centimeter,0,0,0,1,Kilogram,1,1,2,No Brand,401,dates,,,"374, 375, 376, 377, 462, 482, 644",,,,,0,1611,dates-with-steam-with-omani-milk,0,4.5,0
378,ar,default,حلوى التمر بالبخار بالبان العماني,378,<p>يتم طبخ التمر بالبخار الخالية من السكر ومكونة الرئيسي التمر و اللبان العماني<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1689262459_%D8%AD%D9%84%D9%88%D9%8A_%D8%A7%D9%84%D8%AA%D9%85%D8%B1_%D8%A8%D8%A7%D9%84%D8%A8%D8%A7%D9%86.jpg,,378,,,,,,,5,0,,97,0,1,6,2 - 3 أيام,1,,2021-06-19,0,1,سنتيمتر,0,0,0,1,كيلو جرام,1,1,2,No Brand,401,التمور,,,"374, 375, 376, 377, 462, 482, 644",,,,,0,1611,حلوى-التمر-بالبخار-بالبان-العماني,0,4.5,0
380,en,default,Afghan Hashish Oil,380,<p>It is used according to a professional description or with full knowledge<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1716627806_22.png,,380,,,,,,,3.5,0,,60,0,1,6,2 - 3 Days,1,,2021-06-19,0,1,Centimeter,0,0,0,1,Kilogram,1,1,2,No Brand,"421,444,459","Natural Oils and Herbs > Natural and therapeutic oils, Natural Oils and Herbs > Herbs, Natural Oils and Herbs",,,"488, 599, 633, 634, 737, 738, 791, 819, 821, 822, 823, 824, 825, 829",,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1621859729_b63e5619-0fbd-41d8-b552-c60bf59d38f0.jpg,0,3104,afghan-hashish-oil,0,0,0
380,ar,default,زيت الحشيش الافغاني,380,<p>يستخدم على وصف مختص او عن طريق معرفة تامة<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1716627806_22.png,,380,,,,,,,3.5,0,,60,0,1,6,2 - 3 أيام,1,,2021-06-19,0,1,سنتيمتر,0,0,0,1,كيلو جرام,1,1,2,No Brand,"421,444,459","الزيوت الطبيعية والاعشاب > الزيوت الطبيعية والعلاجية, الزيوت الطبيعية والاعشاب > الاعشاب, الزيوت الطبيعية والاعشاب",,,"488, 599, 633, 634, 737, 738, 791, 819, 821, 822, 823, 824, 825, 829",,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1621859729_b63e5619-0fbd-41d8-b552-c60bf59d38f0.jpg,0,3104,زيت-الحشيش-الافغاني,0,0,0
381,en,default,Black Seed POL Oil 125 ml ,381,<p>It is used according to a professional description or with full knowledge<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1716633008_44.png,,381,,,,,,,3.5,0,,68,0,1,6,2 - 3 Days,1,,2021-06-19,0,1,Centimeter,0,0,0,1,Kilogram,1,1,2,No Brand,"421,444,459","Natural Oils and Herbs > Natural and therapeutic oils, Natural Oils and Herbs > Herbs, Natural Oils and Herbs",,,"488, 599, 633, 634, 737, 738, 791, 819, 821, 822, 823, 824, 825, 829",,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1695836663_shraa77_1695836602561.jpeg,0,3189,black-seed-pol-oil-125-ml,0,0,0
381,ar,default,زيت الحبة السوداء حبه البركة 125 مل  ,381,<p>يستخدم على وصف مختص او عن طريق معرفة تامة<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1716633008_44.png,,381,,,,,,,3.5,0,,68,0,1,6,2 - 3 أيام,1,,2021-06-19,0,1,سنتيمتر,0,0,0,1,كيلو جرام,1,1,2,No Brand,"421,444,459","الزيوت الطبيعية والاعشاب > الزيوت الطبيعية والعلاجية, الزيوت الطبيعية والاعشاب > الاعشاب, الزيوت الطبيعية والاعشاب",,,"488, 599, 633, 634, 737, 738, 791, 819, 821, 822, 823, 824, 825, 829",,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1695836663_shraa77_1695836602561.jpeg,0,3189,زيت-الحبة-السوداء-حبه-البركة-125-مل,0,0,0
382,en,default,Coconut Oil,382,<p>It is used according to a professional description or with full knowledge<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1697610599_%D8%B2%D9%8A%D8%AA_%D8%AC%D9%88%D8%B2_%D8%A7%D9%84%D9%87%D9%86%D8%AF_125_%D9%85%D9%84.jpeg,,382,,,,,,,2.5,0,,68,0,1,6,2 - 3 Days,1,,2021-06-19,0,1,Centimeter,0,0,0,1,Kilogram,1,1,2,No Brand,"421,444,459","Natural Oils and Herbs > Natural and therapeutic oils, Natural Oils and Herbs > Herbs, Natural Oils and Herbs",,,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1621859919_ad5db7f0-e839-41d6-8045-39f7db61a69e.jpg,0,2244,coconut-oil,0,0,0
382,ar,default,زيت جوز الهند (النارجيل )125 مل ,382,<p>يستخدم على وصف مختص او عن طريق معرفة تامة<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1697610599_%D8%B2%D9%8A%D8%AA_%D8%AC%D9%88%D8%B2_%D8%A7%D9%84%D9%87%D9%86%D8%AF_125_%D9%85%D9%84.jpeg,,382,,,,,,,2.5,0,,68,0,1,6,2 - 3 أيام,1,,2021-06-19,0,1,سنتيمتر,0,0,0,1,كيلو جرام,1,1,2,No Brand,"421,444,459","الزيوت الطبيعية والاعشاب > الزيوت الطبيعية والعلاجية, الزيوت الطبيعية والاعشاب > الاعشاب, الزيوت الطبيعية والاعشاب",,,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1621859919_ad5db7f0-e839-41d6-8045-39f7db61a69e.jpg,0,2244,زيت-جوز-الهند-النارجيل-125-مل,0,0,0
384,en,default,Castor Oil,384,<p>It is used according to a professional description or with full knowledge<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1621860102_dc0a9e09-dbc0-4ecb-8d74-4b29c14bdded.jpg,,384,,,,,,,3.5,0,,31,0,1,6,2 - 3 Days,1,,2021-06-19,0,1,Centimeter,0,0,0,1,Kilogram,1,1,2,No Brand,"421,444,459","Natural Oils and Herbs > Natural and therapeutic oils, Natural Oils and Herbs > Herbs, Natural Oils and Herbs",,,,,,,,0,2752,castor-oil,0,0,0
384,ar,default,زيت الخروع,384,<p>يستخدم على وصف مختص او عن طريق معرفة تامة<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1621860102_dc0a9e09-dbc0-4ecb-8d74-4b29c14bdded.jpg,,384,,,,,,,3.5,0,,31,0,1,6,2 - 3 أيام,1,,2021-06-19,0,1,سنتيمتر,0,0,0,1,كيلو جرام,1,1,2,No Brand,"421,444,459","الزيوت الطبيعية والاعشاب > الزيوت الطبيعية والعلاجية, الزيوت الطبيعية والاعشاب > الاعشاب, الزيوت الطبيعية والاعشاب",,,,,,,,0,2752,زيت-الخروع,0,0,0
385,en,default,Flaxseed Oil 125 ml,385,<p>It is used according to a professional description or with full knowledge<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1716629041_8.png,,385,,,,,,,3.5,0,,93,0,1,6,2 - 3 Days,1,,2021-06-19,0,1,Centimeter,0,0,0,1,Kilogram,1,1,2,No Brand,"421,444,459","Natural Oils and Herbs > Natural and therapeutic oils, Natural Oils and Herbs > Herbs, Natural Oils and Herbs",,,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1691242607_%D8%B2%D9%8A%D8%AA-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D9%86.jpg;https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1623764276_tbl_articles_article_18599_85338e262c9-497c-4abb-a2a1-acad6a4a539f.jpg,0,2866,flaxseed-oil-125-ml,0,3,0
385,ar,default,زيت الكتان 125 مل ,385,<p>يستخدم على وصف مختص او عن طريق معرفة تامة<br></p>,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1716629041_8.png,,385,,,,,,,3.5,0,,93,0,1,6,2 - 3 أيام,1,,2021-06-19,0,1,سنتيمتر,0,0,0,1,كيلو جرام,1,1,2,No Brand,"421,444,459","الزيوت الطبيعية والاعشاب > الزيوت الطبيعية والعلاجية, الزيوت الطبيعية والاعشاب > الاعشاب, الزيوت الطبيعية والاعشاب",,,,,,,https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1691242607_%D8%B2%D9%8A%D8%AA-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D9%86.jpg;https://JZEXDN6388.expandcart.com/ecdata/stores/JZEXDN6388/image/data/products/1623764276_tbl_articles_article_18599_85338e262c9-497c-4abb-a2a1-acad6a4a539f.jpg,0,2866,زيت-الكتان-125-مل,0,3,0
